Borough,Ward,Geog level,Constituency,Area Code,Turnout,,,London Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London Member,,,,,,,,,,,,,,,,,,,Constituency Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1st choice,,,,,,,,,,,,,1st choice spoils,,,,,,2nd choice,,,,,,,,,,,,,2nd choice spoils,,,,Total Good,,,,,,,,,,,,,Spoils,,,,,,Total good,,,,,,,,,,,,,Spoils,,,,,,Candidate names,,,,,,,,,,,
Waltham Forest,Higham Hill,Ward,North East,E05000600,"3,033","8,076",38%,Sadiq Aman Khan - Labour Party,1831,440,207,117,119,19,63,40,34,4,62,22,2958,0,0,18,9,47,74,547,222,567,261,154,38,189,78,80,26,209,15,2386,569,0,3,572,35,42,21,131,62,295,273,1756,70,12,188,101,2986,0,0,34,2,10,46,1904,304,264,161,213,,97,,,29,,8,2980,0,0,42,2,9,53,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Hoe Street,Ward,North East,E05000601,"3,746","8,344",45%,Sadiq Aman Khan - Labour Party,2307,513,390,110,63,15,79,25,29,3,125,13,3672,0,0,25,14,34,73,731,210,948,337,109,16,245,52,107,27,395,28,3205,463,0,4,467,30,36,20,153,37,369,527,2071,102,16,109,210,3680,0,0,46,2,16,64,2296,380,518,181,132,,127,,,24,,12,3670,0,0,60,5,11,76,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Larkswood,Ward,North East,E05000602,"2,739","7,181",38%,Zac Goldsmith - The Conservative Party,1014,1150,104,112,163,17,36,44,11,5,31,8,2695,0,0,11,10,23,44,289,259,399,265,406,56,148,106,56,19,134,18,2155,538,1,1,540,25,64,22,119,27,935,130,938,56,10,318,56,2700,0,0,27,2,10,39,991,971,145,138,380,,51,,,16,,5,2697,0,0,35,0,7,42,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Lea Bridge,Ward,North East,E05000603,"3,545","8,932",40%,Sadiq Aman Khan - Labour Party,2253,449,287,82,66,18,134,39,26,7,61,42,3464,0,0,21,12,48,81,718,255,582,251,108,34,379,65,94,36,260,27,2809,654,1,0,655,33,40,24,101,57,316,322,2202,152,20,113,118,3498,0,0,31,2,14,47,2317,336,322,137,148,,197,,,21,,5,3483,0,0,45,2,15,62,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Leyton,Ward,North East,E05000604,"3,041","8,153",37%,Sadiq Aman Khan - Labour Party,1904,411,195,148,54,9,93,35,29,13,59,21,2971,0,0,19,11,40,70,567,216,471,293,82,28,221,38,80,31,197,21,2245,725,1,0,726,35,34,14,189,40,266,238,1848,96,23,109,105,2997,0,0,28,4,12,44,1932,261,262,274,117,,118,,,18,,5,2987,0,0,39,3,12,54,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Leytonstone,Ward,North East,E05000605,"3,602","7,841",46%,Sadiq Aman Khan - Labour Party,2133,598,348,121,52,15,83,27,31,1,91,25,3525,0,0,21,14,42,77,649,203,952,341,157,22,288,38,108,23,351,19,3151,372,0,2,374,35,24,15,165,35,436,504,1875,114,13,134,201,3551,0,0,36,3,10,49,2060,441,487,223,154,,134,,,22,,14,3535,0,0,54,1,9,64,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Markhouse,Ward,North East,E05000606,"3,358","8,122",41%,Sadiq Aman Khan - Labour Party,2205,359,270,91,57,13,125,33,26,7,88,19,3293,0,0,16,7,42,65,642,228,719,231,95,18,316,51,67,38,297,21,2723,570,0,0,570,25,34,16,104,26,267,385,2040,133,18,110,164,3322,0,0,28,0,7,35,2106,314,424,141,128,,175,,,32,,6,3326,0,0,22,0,9,31,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Valley,Ward,North East,E05000607,"2,629","7,249",36%,Sadiq Aman Khan - Labour Party,1039,977,113,84,145,20,54,43,31,5,35,5,2551,0,0,7,15,56,78,326,234,358,210,364,63,152,104,63,28,123,22,2047,503,0,1,504,28,72,29,111,27,797,110,1025,57,13,266,53,2588,0,0,28,1,9,38,1044,795,142,147,357,,72,,,18,,4,2579,0,0,39,1,7,47,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Postal Votes - Waltham Forest,Postal,North East,E09000031 (Postal),"14,673","23,739",62%,Sadiq Aman Khan - Labour Party,6828,4294,724,684,636,87,501,301,108,21,289,99,14572,0,1,41,12,47,101,2189,1435,2553,1884,1417,234,1334,703,336,162,1071,146,13464,1098,1,9,1108,166,360,93,819,159,3377,950,6469,637,78,1017,447,14572,0,1,36,5,22,64,7016,3482,1028,1039,1246,,675,,,71,,18,14575,0,1,49,4,3,57,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,William Morris,Ward,North East,E05000608,"3,555","7,903",45%,Sadiq Aman Khan - Labour Party,2232,479,301,110,65,18,70,35,34,4,86,40,3474,0,0,12,5,62,79,659,235,924,291,113,34,191,55,104,37,327,38,3008,465,0,1,466,37,43,19,142,35,346,417,2047,84,27,131,186,3514,0,0,28,1,12,41,2254,339,440,176,158,,93,,,34,,8,3502,0,0,37,3,11,51,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Wood Street,Ward,North East,E05000609,"3,554","8,271",43%,Sadiq Aman Khan - Labour Party,2167,560,314,96,69,12,78,23,31,6,105,25,3486,0,0,12,8,48,68,670,235,815,290,146,25,205,69,105,29,351,30,2970,515,0,1,516,27,43,10,138,35,415,427,1986,85,17,140,202,3525,0,0,19,0,10,29,2183,428,439,153,169,,113,,,24,,10,3519,0,0,26,2,7,35,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hounslow,Bedfont,Ward,South West,E05000346,"2,389","7,981",30%,Sadiq Aman Khan - Labour Party,896,739,97,80,209,32,51,70,33,7,27,41,2282,0,0,9,7,91,107,365,258,262,197,311,77,118,103,55,30,118,28,1922,357,1,2,360,36,88,44,86,27,558,107,938,51,17,347,54,2353,0,0,15,2,19,36,1009,622,150,122,443,,,,,13,,,2359,0,0,18,2,10,30,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Brentford,Ward,South West,E05000347,"3,593","9,535",38%,Sadiq Aman Khan - Labour Party,1622,1034,310,119,123,24,59,50,42,5,60,52,3500,0,0,12,13,68,93,523,335,736,385,265,37,149,103,121,34,250,58,2996,501,3,0,504,46,69,24,179,46,801,409,1557,65,17,217,135,3565,0,0,16,2,10,28,1689,877,445,246,277,,,,,25,,,3559,0,0,28,2,4,34,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Chiswick Homefields,Ward,South West,E05000348,"3,250","6,537",50%,Zac Goldsmith - The Conservative Party,1009,1571,178,210,58,11,26,12,24,1,92,9,3201,0,0,4,4,41,49,334,290,620,492,235,29,78,64,90,29,370,38,2669,531,0,1,532,28,16,17,271,25,1390,303,828,22,9,132,174,3215,0,0,21,1,11,33,883,1505,341,317,152,,,,,12,,,3210,0,0,33,1,3,37,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Chiswick Riverside,Ward,South West,E05000349,"3,509","7,016",50%,Zac Goldsmith - The Conservative Party,1104,1722,212,151,59,2,27,19,22,4,114,10,3446,0,0,9,6,48,63,402,302,788,491,288,26,74,55,82,42,356,45,2951,495,0,0,495,40,25,6,254,29,1500,384,847,30,13,134,212,3474,0,0,14,6,15,35,945,1631,455,300,132,,,,,13,,,3476,0,0,20,7,6,33,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Cranford,Ward,South West,E05000350,"2,498","7,619",33%,Sadiq Aman Khan - Labour Party,1374,616,73,48,66,24,67,40,28,10,30,34,2410,0,0,3,14,71,88,579,350,227,169,130,45,221,77,66,47,128,25,2064,343,0,3,346,24,53,25,58,34,484,84,1457,80,9,110,45,2463,0,0,15,2,18,35,1556,534,112,92,150,,,,,18,,,2462,0,0,16,3,16,35,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Feltham North,Ward,South West,E05000351,"2,222","7,104",31%,Sadiq Aman Khan - Labour Party,886,746,77,68,174,37,47,50,21,5,21,21,2153,0,1,7,7,54,69,303,254,262,178,286,77,126,102,67,28,103,28,1814,338,0,1,339,27,61,37,71,34,557,98,907,58,7,303,29,2189,0,1,20,1,11,33,972,637,111,89,359,,,,,12,,,2180,0,1,31,1,9,42,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Feltham West,Ward,South West,E05000352,"2,646","9,242",29%,Sadiq Aman Khan - Labour Party,1040,834,96,83,246,33,42,73,27,14,43,45,2576,0,0,4,12,54,70,373,294,306,221,318,90,147,138,73,32,144,35,2171,404,0,1,405,38,90,41,98,29,628,132,1028,43,18,389,80,2614,0,0,21,2,9,32,1137,705,166,119,469,,,,,24,,,2620,0,0,23,1,2,26,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Hanworth,Ward,South West,E05000353,"2,197","7,410",30%,Sadiq Aman Khan - Labour Party,876,692,85,89,167,30,40,64,31,4,25,29,2132,0,0,9,9,47,65,351,246,269,185,266,63,108,113,53,24,101,40,1819,312,0,1,313,31,65,36,110,24,490,104,892,31,13,306,54,2156,0,0,20,1,20,41,948,558,123,139,381,,,,,14,,,2163,0,0,25,1,8,34,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Hanworth Park,Ward,South West,E05000354,"2,700","7,589",36%,Sadiq Aman Khan - Labour Party,978,971,96,106,205,28,70,62,28,7,42,39,2632,0,0,3,9,56,68,390,323,347,253,358,86,124,132,77,18,120,37,2265,364,2,1,367,28,82,48,135,25,746,154,958,61,8,355,70,2670,0,0,10,2,17,29,1023,838,184,169,444,,,,,14,,,2672,0,0,19,1,8,28,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Heston Central,Ward,South West,E05000355,"2,710","7,364",37%,Sadiq Aman Khan - Labour Party,1386,815,78,39,80,31,69,29,19,13,32,30,2621,0,0,5,13,71,89,540,395,289,182,144,40,199,63,66,57,147,32,2154,465,0,2,467,25,41,33,55,22,659,93,1430,77,8,144,62,2649,0,0,32,1,28,61,1509,735,142,90,158,,,,,18,,,2652,0,0,45,1,12,58,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Heston East,Ward,South West,E05000356,"2,900","7,840",37%,Sadiq Aman Khan - Labour Party,1462,859,94,50,55,20,63,27,41,18,30,69,2788,0,0,7,13,91,111,560,373,337,187,131,35,192,78,65,61,156,51,2226,558,0,4,562,36,35,14,71,42,721,106,1564,67,13,112,62,2843,0,0,19,3,34,56,1655,755,158,115,143,,,,,29,,,2855,0,0,32,4,9,45,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Heston West,Ward,South West,E05000357,"3,033","7,833",39%,Sadiq Aman Khan - Labour Party,1735,694,93,49,78,26,74,43,25,7,27,25,2876,0,0,19,22,116,157,599,362,249,147,151,56,216,94,77,56,134,34,2175,700,1,0,701,30,63,25,49,28,542,90,1883,72,7,136,51,2976,0,0,30,3,24,57,1933,601,141,95,191,,,,,23,,,2984,0,0,31,4,14,49,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Hounslow Central,Ward,South West,E05000358,"3,485","9,345",37%,Sadiq Aman Khan - Labour Party,1822,1021,134,78,86,22,85,33,24,13,41,56,3415,0,0,12,12,46,70,578,482,429,250,189,52,196,88,84,52,179,46,2625,787,0,3,790,24,58,22,97,43,834,176,1838,86,15,168,77,3438,0,0,29,0,18,47,1961,905,215,133,200,,,,,29,,,3443,0,0,35,0,7,42,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Hounslow Heath,Ward,South West,E05000359,"3,343","8,638",39%,Sadiq Aman Khan - Labour Party,1778,902,119,82,54,20,108,37,33,16,37,55,3241,0,0,12,15,75,102,659,417,375,261,146,36,281,73,99,38,191,41,2617,622,1,1,624,25,60,20,115,51,739,144,1811,121,16,103,78,3283,0,0,38,0,22,60,1917,812,209,156,146,,,,,23,,,3263,0,0,68,0,12,80,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Postal Votes - Hounslow,Postal,South West,E09000018 (Postal),"18,740","27,312",69%,Zac Goldsmith - The Conservative Party,7133,7521,762,678,795,107,394,388,133,53,362,291,18617,0,0,16,36,71,123,2913,2454,2610,2632,1779,354,1056,913,346,269,1381,263,16970,1635,2,10,1647,244,449,118,887,184,6227,969,7322,431,87,1214,474,18606,0,0,33,9,34,76,7950,6716,1259,1091,1513,,,,,97,,,18626,0,1,43,8,9,61,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Hounslow South,Ward,South West,E05000360,"3,461","7,501",46%,Sadiq Aman Khan - Labour Party,1420,1284,194,117,116,20,48,41,35,10,48,53,3386,0,0,13,13,49,75,503,396,581,404,303,41,160,102,109,51,210,63,2923,462,1,0,463,45,60,22,173,42,1029,216,1427,58,13,249,92,3426,0,0,24,2,9,35,1524,1111,286,187,294,,,,,22,,,3424,0,0,31,2,4,37,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Hounslow West,Ward,South West,E05000361,"3,094","8,123",38%,Sadiq Aman Khan - Labour Party,1591,846,109,45,59,21,101,42,44,11,32,54,2955,0,0,12,23,103,138,682,459,300,208,121,32,205,70,74,56,158,51,2416,538,0,1,539,28,48,28,75,50,675,117,1739,97,12,115,56,3040,0,0,25,1,26,52,1843,745,165,94,157,,,,,30,,,3034,0,0,42,2,16,60,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Isleworth,Ward,South West,E05000362,"2,997","7,319",41%,Sadiq Aman Khan - Labour Party,1326,964,158,101,140,15,45,54,35,7,55,35,2935,0,0,4,9,49,62,397,302,509,342,259,55,176,95,84,32,206,27,2484,448,1,2,451,51,60,21,133,37,753,208,1299,49,7,248,97,2963,0,0,22,4,7,33,1373,825,240,185,316,,,,,24,,,2963,0,0,22,5,6,33,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Osterley And Spring Grove,Ward,South West,E05000363,"3,534","8,309",43%,Zac Goldsmith - The Conservative Party,1409,1461,177,104,63,19,82,25,32,6,35,55,3468,0,0,14,15,37,66,516,419,637,427,253,29,212,78,84,40,219,59,2973,493,0,2,495,33,42,21,179,27,1235,241,1342,89,16,155,110,3490,0,0,30,1,13,44,1415,1351,304,201,189,,,,,24,,,3484,0,0,44,1,5,50,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Syon,Ward,South West,E05000364,"3,298","8,695",38%,Sadiq Aman Khan - Labour Party,1418,1036,223,122,123,20,38,49,38,8,76,47,3198,0,0,8,14,78,100,425,315,740,364,277,44,141,102,99,41,246,42,2836,361,1,0,362,50,72,29,183,44,751,372,1300,57,17,244,136,3255,0,1,21,3,17,42,1418,860,407,235,308,,,,,26,,,3254,0,0,33,2,8,43,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Hounslow,Turnham Green,Ward,South West,E05000365,"3,155","6,982",45%,Zac Goldsmith - The Conservative Party,1012,1451,199,193,56,10,24,16,19,3,95,21,3099,0,0,9,10,37,56,370,286,675,478,232,24,81,49,81,28,329,53,2686,410,0,3,413,48,23,14,280,24,1183,327,825,38,21,146,178,3107,0,0,40,4,4,48,917,1308,393,320,149,,,,,14,,,3101,0,0,50,3,1,54,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Alexandra,Ward,South West,E05000400,"2,629","5,643",47%,Zac Goldsmith - The Conservative Party,726,1244,96,326,96,14,17,10,16,5,21,8,2579,0,0,4,8,38,50,317,274,364,580,281,41,80,67,52,26,120,19,2221,356,0,2,358,19,28,22,546,28,944,144,588,17,8,217,47,2608,0,0,15,2,4,21,564,1040,153,600,232,,,,,14,,,2603,0,0,20,3,3,26,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Berrylands,Ward,South West,E05000401,"2,774","5,563",50%,Zac Goldsmith - The Conservative Party,819,1175,177,375,62,5,23,17,21,3,44,11,2732,0,0,6,9,27,42,351,271,528,654,240,29,48,53,60,21,169,26,2450,282,0,0,282,18,22,13,632,24,907,249,603,24,13,161,80,2746,0,0,23,0,4,27,574,961,273,744,174,,,,,11,,,2737,0,0,30,3,3,36,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Beverley,Ward,South West,E05000402,"3,010","6,011",50%,Zac Goldsmith - The Conservative Party,1041,1240,164,303,65,8,28,17,22,1,58,14,2961,0,0,6,10,33,49,365,332,573,657,227,25,68,52,75,26,204,26,2630,331,0,0,331,24,30,13,545,43,985,273,762,29,11,151,102,2968,0,0,30,3,7,40,791,1085,305,602,177,,,,,12,,,2972,0,0,33,2,2,37,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Canbury,Ward,South West,E05000403,"3,664","7,178",51%,Zac Goldsmith - The Conservative Party,1259,1602,274,270,53,7,26,11,19,5,77,9,3612,0,0,10,7,34,51,503,338,915,721,221,20,76,29,88,26,306,44,3287,325,0,0,325,36,18,9,482,28,1236,526,937,35,9,136,178,3630,0,0,24,2,7,33,938,1305,603,601,157,,,,,21,,,3625,0,0,28,5,6,39,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Chessington North And Hook,Ward,South West,E05000404,"1,959","5,268",37%,Zac Goldsmith - The Conservative Party,460,884,94,274,110,16,9,30,19,1,20,6,1923,0,0,3,9,24,36,205,213,266,449,279,42,46,73,32,24,77,14,1720,202,0,1,203,23,46,19,404,29,647,101,408,6,2,236,25,1946,0,0,8,1,4,13,393,704,125,446,263,,,,,15,,,1946,0,0,11,0,2,13,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Chessington South,Ward,South West,E05000405,"2,415","6,347",38%,Zac Goldsmith - The Conservative Party,577,1108,103,275,172,16,24,39,12,4,26,9,2365,0,0,5,12,33,50,264,251,317,501,368,54,64,113,44,20,96,17,2109,255,1,0,256,26,59,28,428,31,839,126,453,24,4,337,39,2394,0,0,16,1,4,21,468,905,137,476,378,,,,,14,,,2378,0,0,30,3,4,37,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Coombe Hill,Ward,South West,E05000406,"2,285","5,007",46%,Zac Goldsmith - The Conservative Party,626,1282,92,114,27,10,22,10,13,1,37,6,2240,0,0,1,11,33,45,239,246,378,375,208,12,98,36,63,25,159,33,1872,367,1,0,368,18,21,14,180,25,1119,155,510,42,12,90,75,2261,0,0,16,2,6,24,530,1214,179,210,106,,,,,11,,,2250,0,0,30,2,3,35,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Coombe Vale,Ward,South West,E05000407,"2,928","5,381",54%,Zac Goldsmith - The Conservative Party,862,1530,151,190,42,4,20,10,19,0,39,15,2882,0,0,10,9,26,45,370,289,555,587,219,15,66,50,72,26,218,31,2498,382,1,1,384,36,23,6,346,33,1206,247,717,23,13,118,123,2891,0,0,28,1,8,37,711,1294,305,441,134,,,,,14,,,2899,0,0,26,1,2,29,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Grove,Ward,South West,E05000408,"2,565","6,012",43%,Sadiq Aman Khan - Labour Party,957,903,192,313,39,2,28,10,18,2,67,10,2541,0,0,4,4,16,24,372,218,497,598,171,12,55,31,74,27,209,25,2289,252,0,0,252,31,13,2,589,23,656,288,661,32,11,120,121,2547,0,0,13,2,2,17,660,720,317,694,132,,,,,20,,,2543,0,0,18,3,1,22,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Postal Votes - Kingston upon Thames,Postal,South West,E09000021 (Postal),"16,662","22,487",74%,Zac Goldsmith - The Conservative Party,3961,8697,654,1674,576,81,212,228,107,31,259,88,16568,0,1,18,26,49,94,1941,1801,2441,3854,1833,218,433,751,323,152,1051,163,14961,1604,2,1,1607,215,359,64,2642,171,7119,987,3129,242,70,1094,450,16542,0,1,36,8,22,67,3202,7683,1225,3062,1299,,,,,61,,,16532,0,1,50,9,7,67,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Norbiton,Ward,South West,E05000409,"2,297","5,476",42%,Sadiq Aman Khan - Labour Party,993,641,164,267,62,12,20,22,17,6,42,13,2259,0,1,10,8,19,38,364,191,427,445,140,26,67,57,71,26,158,16,1988,270,0,1,271,23,37,18,421,16,457,214,846,27,16,110,75,2260,0,0,27,4,6,37,853,501,248,519,133,,,,,15,,,2269,0,0,23,2,3,28,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Old Malden,Ward,South West,E05000410,"2,673","5,650",47%,Zac Goldsmith - The Conservative Party,721,1322,91,244,106,14,40,33,13,1,28,8,2621,0,0,3,8,41,52,275,327,369,558,341,41,83,71,59,22,134,28,2308,313,0,0,313,27,31,15,451,39,1052,133,576,36,4,229,55,2648,0,0,17,0,7,24,596,1149,158,483,254,,,,,7,,,2647,0,0,19,2,4,25,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,St James,Ward,South West,E05000411,"2,466","5,220",47%,Zac Goldsmith - The Conservative Party,782,1131,100,220,89,8,34,16,13,4,28,2,2427,0,0,9,10,19,38,267,289,337,535,271,25,79,58,52,25,121,21,2080,346,0,1,347,14,28,11,335,31,921,128,640,46,10,201,65,2430,0,0,29,1,5,35,635,988,166,409,223,,,,,6,,,2427,0,0,30,1,8,39,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,St Mark's,Ward,South West,E05000412,"2,689","5,813",46%,Sadiq Aman Khan - Labour Party,952,950,231,318,50,4,22,12,17,1,87,9,2653,0,0,2,5,29,36,353,237,593,650,166,21,49,32,78,22,219,21,2441,212,0,0,212,35,18,8,567,16,788,320,653,20,6,98,144,2673,0,0,12,0,4,16,666,829,340,692,122,,,,,17,,,2666,0,1,15,1,5,22,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Surbiton Hill,Ward,South West,E05000413,"2,857","6,036",47%,Zac Goldsmith - The Conservative Party,923,1187,183,355,57,5,15,11,24,1,49,7,2817,0,0,6,10,24,40,351,250,518,748,222,18,46,60,67,28,202,33,2543,273,0,1,274,22,23,5,627,26,930,267,661,17,13,142,90,2823,0,0,23,2,7,32,644,974,302,740,150,,,,,16,,,2826,0,0,24,4,0,28,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Tolworth And Hook Rise,Ward,South West,E05000414,"2,444","5,947",41%,Zac Goldsmith - The Conservative Party,764,954,93,320,108,12,30,24,25,7,34,18,2389,0,0,2,12,41,55,296,252,371,594,245,38,75,73,59,24,128,21,2176,213,0,0,213,22,27,22,506,32,719,142,625,34,8,227,64,2428,0,0,10,1,5,16,645,756,148,597,255,,,,,25,,,2426,0,0,12,0,6,18,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
Kingston upon Thames,Tudor,Ward,South West,E05000415,"3,105","5,411",57%,Zac Goldsmith - The Conservative Party,751,1759,197,202,57,3,12,13,16,0,48,6,3064,0,0,1,7,33,41,348,306,642,601,277,22,54,52,73,27,197,33,2632,432,0,0,432,20,31,12,403,23,1333,377,574,17,13,160,108,3071,0,0,28,1,5,34,547,1413,465,460,172,,,,,14,,,3071,0,0,29,1,3,33,Martin James Whelton,Tony Arbour,Andree Michelle Frieze,Rosina Jane Robson,Alexander Alan Craig,,,,,Adam John Lewis Buick,,
